year,country,gini_net,gini_net_se,gini_market,gini_market_se,rel_red,rel_red_se,abs_red,abs_red_se
1977,"Belgium",24.09581,1.229144,44.90306,1.555776,46.3526,1.575183,20.80726,.8650921
1978,"Belgium",24.13557,1.281603,44.83922,1.602023,46.18876,1.665676,20.70365,.9012755
1979,"Belgium",24.21692,1.136194,44.89983,2.586019,45.96105,2.820573,20.68291,2.21703
1980,"Belgium",24.1633,1.430916,44.41272,1.799091,45.61132,1.902103,20.24942,1.030884
1981,"Belgium",24.05919,1.470418,44.025,1.884599,45.36751,1.97345,19.96581,1.090897
1982,"Belgium",23.84954,1.553762,43.52387,1.829228,45.23039,2.120091,19.67432,1.032573
1983,"Belgium",23.48103,1.343934,42.94304,1.612798,45.33726,1.93423,19.46201,.9704143
1984,"Belgium",23.26211,1.285869,42.61267,1.514642,45.42838,1.836752,19.35057,.8850986
1985,"Belgium",22.7,.272003,41.8,.5,45.7102,.6735528,19.13037,.4274893
1986,"Belgium",23.14126,1.03902,42.50778,1.200865,45.57048,1.569444,19.36652,.7548702
1987,"Belgium",23.27004,1.022757,42.92826,1.153289,45.80396,1.546111,19.65822,.7321407
1988,"Belgium",23.2,.435774,42.5,.6,45.37271,.9295272,19.29029,.5335446
1989,"Belgium",23.44842,1.061883,44.17574,1.196382,46.93198,1.567067,20.72732,.7588521
1990,"Belgium",23.40318,.4651678,45.21241,.9542952,48.22512,1.060518,21.80923,.8252343
1991,"Belgium",23.20988,1.027924,45.25837,1.197349,48.72398,1.614504,22.04849,.854789
1992,"Belgium",22.2,.286885,45.7,.6,51.41426,.6517795,23.50985,.5421398
1993,"Belgium",23.69201,.3687242,46.26717,.6220337,48.79094,.6146605,22.57516,.4661292
1994,"Belgium",25.17183,.5281862,46.8123,.7273771,46.22581,.9100382,21.64047,.5857207
1995,"Belgium",26.6,.697373,47.3,.9,43.71653,1.336447,20.70578,.8193247
1996,"Belgium",25.71843,.412751,47.99005,.6437122,46.40527,.7775733,22.27162,.5517946
1997,"Belgium",25,.352235,48.3,.6,48.22827,.658539,23.31157,.5023078
1998,"Belgium",25.86613,.3620205,48.22365,.7428552,46.35492,.8113046,22.35752,.6535391
1999,"Belgium",26.7574,.5131649,47.95425,.8856784,44.19318,1.044403,21.19685,.7675339
2000,"Belgium",27.9,.765644,47.6,1,41.33565,1.465838,19.68734,.8985773
2001,"Belgium",27.01677,.6826128,46.61677,1.429725,42.01461,1.588039,19.6,1.210666
2002,"Belgium",26.68385,.6257693,45.62275,1.282017,41.49146,1.259721,18.9389,.9851441
2003,"Belgium",26.35093,.7498456,44.62872,1.495412,40.91594,1.886689,18.2778,1.311321
2004,"Belgium",25.98625,.7349339,43.91273,1.540144,40.77987,1.898736,17.92648,1.330594
2005,"Belgium",25.99321,.6835441,43.90555,1.453754,40.75859,1.788913,17.91234,1.255645
2006,"Belgium",25.74188,.7426417,43.49764,1.531707,40.77925,1.846902,17.75575,1.287249
2007,"Belgium",25.58491,.7338329,43.40678,1.483955,41.01621,1.922161,17.82187,1.305196
2008,"Belgium",25.4484,.7526007,43.61729,1.623627,41.60731,1.966505,18.1689,1.394126
2009,"Belgium",25.25986,.7414537,43.87383,1.744253,42.36971,2.030516,18.61397,1.502637
2010,"Belgium",25.21163,.754455,44.94866,1.732184,43.86032,1.93651,19.73703,1.489671
2011,"Belgium",25.09289,.7514935,45.28654,1.847158,44.532,2.044505,20.19365,1.61214
2012,"Belgium",25.10289,.8056242,46.03681,1.938136,45.41263,2.076716,20.93392,1.683166
1993,"Belize",53.97282,1.394067,57.28239,2.008602,,,,
1994,"Belize",53.86215,1.590534,56.94059,2.099076,,,,
1995,"Belize",53.4696,1.780291,56.5556,2.513592,,,,
1996,"Belize",52.22008,1.710595,55.2879,2.507169,,,,
1997,"Belize",50.69344,1.378063,54.02451,2.26927,,,,
1998,"Belize",49.38318,1.158684,52.77205,1.972332,,,,
1999,"Belize",48.37432,.8376512,51.78042,1.509542,,,,
2003,"Benin",36.90759,2.527117,38.96082,3.042054,,,,
2004,"Benin",36.64126,2.244967,38.58709,2.655562,,,,
2005,"Benin",36.37494,2.252501,38.21336,2.608732,,,,
2006,"Benin",36.10861,2.54715,37.83962,2.917962,,,,
2003,"Bhutan",48.2486,3.094732,49.39957,3.826666,,,,
2004,"Bhutan",46.81489,2.573965,48.08792,3.240484,,,,
2005,"Bhutan",45.38118,2.809837,46.77628,3.658103,,,,
2006,"Bhutan",42.85957,2.357239,44.34806,3.088671,,,,
2007,"Bhutan",40.33797,2.622398,41.91983,3.400419,,,,
2008,"Bhutan",38.68652,2.56537,40.11525,3.296932,,,,
2009,"Bhutan",38.93112,2.281393,40.23019,2.880876,,,,
2010,"Bhutan",39.17571,2.170395,40.34515,2.599553,,,,
2011,"Bhutan",39.42031,2.25803,40.4601,2.498888,,,,
2012,"Bhutan",39.6649,2.52369,40.57505,2.599952,,,,
1968,"Bolivia",53.59239,2.584571,55.78265,3.359153,,,,
1984,"Bolivia",53.39606,4.442747,57.10838,4.617287,,,,
1985,"Bolivia",54.15158,4.523214,57.67365,4.535921,,,,
1986,"Bolivia",53.05931,4.400032,56.8933,4.713286,,,,
1987,"Bolivia",50.29287,3.461366,53.47934,3.920941,,,,
1988,"Bolivia",47.52641,2.691437,50.06538,3.468187,,,,
1989,"Bolivia",44.75996,2.269057,46.65142,3.489797,,,,
1990,"Bolivia",43.008,2.547033,45.22656,3.272923,,,,
1991,"Bolivia",45.11252,2.482355,47.57044,3.090685,,,,
1992,"Bolivia",47.21704,2.853176,49.91433,3.394636,,,,
1993,"Bolivia",49.32156,3.524621,52.25821,4.07746,,,,
1994,"Bolivia",51.10397,3.381563,54.58528,3.854946,,,,
1995,"Bolivia",51.92363,2.968613,55.46206,3.36771,,,,
1996,"Bolivia",53.24272,1.758891,56.71997,2.190242,,,,
1997,"Bolivia",53.50024,1.235254,56.95472,1.758657,,,,
1998,"Bolivia",53.92806,2.116917,57.55013,2.533354,,,,
1999,"Bolivia",54.54756,1.018303,57.91596,1.475866,,,,
2000,"Bolivia",55.61966,.9480882,58.99992,1.375826,,,,
2001,"Bolivia",55.02992,1.065516,58.4031,1.382008,,,,
2002,"Bolivia",54.87707,1.058794,58.0219,1.502945,,,,
2003,"Bolivia",53.88832,.9712678,56.92341,1.365335,,,,
2004,"Bolivia",52.89958,1.16857,55.82492,1.657913,,,,
2005,"Bolivia",52.39933,1.043967,55.3585,1.55597,,,,
2006,"Bolivia",51.19481,.9554215,54.13089,1.484661,,,,
2007,"Bolivia",50.0024,.9642895,52.85957,1.34606,,,,
2008,"Bolivia",48.43859,.9453774,51.33319,1.432283,,,,
2009,"Bolivia",46.28688,.8821471,48.94772,1.314309,,,,
2010,"Bolivia",44.86264,.7541974,47.39688,1.115347,,,,
2011,"Bolivia",43.4384,.8475325,45.84605,1.257781,,,,
2012,"Bolivia",42.77695,.9280547,45.23631,1.427853,,,,
1991,"Bosnia and Herzegovina",35.50901,2.503442,38.10796,3.427967,,,,
1992,"Bosnia and Herzegovina",34.77058,2.337707,37.32085,3.237243,,,,
1993,"Bosnia and Herzegovina",34.03215,2.180939,36.53374,3.065289,,,,
1994,"Bosnia and Herzegovina",33.29372,2.035213,35.74664,2.915429,,,,
1995,"Bosnia and Herzegovina",32.55529,1.903065,34.95953,2.791223,,,,
1996,"Bosnia and Herzegovina",31.81686,1.78751,34.17242,2.696218,,,,
1997,"Bosnia and Herzegovina",31.07843,1.691952,33.38531,2.633578,,,,
1998,"Bosnia and Herzegovina",30.34,1.619932,32.5982,2.605638,,,,
1999,"Bosnia and Herzegovina",29.60157,1.574684,31.81109,2.613509,,,,
2000,"Bosnia and Herzegovina",28.86314,1.558542,31.02398,2.656875,,,,
2001,"Bosnia and Herzegovina",28.12471,1.572401,30.23687,2.734047,,,,
2002,"Bosnia and Herzegovina",30.02604,1.356093,32.24254,2.353969,,,,
2003,"Bosnia and Herzegovina",31.92737,1.554665,34.2482,2.663469,,,,
2004,"Bosnia and Herzegovina",34.73195,1.756529,37.17024,3.066751,,,,
2005,"Bosnia and Herzegovina",34.86655,1.777096,37.36035,2.920014,,,,
2006,"Bosnia and Herzegovina",35.41671,1.695068,37.99607,2.690662,,,,
2007,"Bosnia and Herzegovina",35.96687,2.087135,38.6318,3.287143,,,,
1985,"Botswana",52.4595,2.881885,56.24002,3.451632,,,,
1986,"Botswana",51.90847,2.696746,56.07679,3.060525,,,,
1987,"Botswana",52.70086,2.604019,56.81075,2.958264,,,,
1988,"Botswana",53.49324,2.582852,57.54471,2.943313,,,,
1989,"Botswana",54.28563,2.634971,58.27868,3.016972,,,,
1990,"Botswana",55.07802,2.756221,59.01263,3.173074,,,,
1991,"Botswana",55.87041,2.938056,59.7466,3.400285,,,,
1992,"Botswana",56.66279,3.170068,60.48056,3.685475,,,,
1993,"Botswana",57.45518,3.442125,61.21452,4.016314,,,,
1994,"Botswana",53.3511,2.919282,57.22161,3.315024,,,,
1995,"Botswana",53.36791,2.767149,57.05677,3.152596,,,,
1996,"Botswana",53.38472,2.642861,56.89194,3.024328,,,,
1997,"Botswana",53.40153,2.550493,56.7271,2.934704,,,,
1998,"Botswana",53.41834,2.493593,56.56226,2.887323,,,,
1999,"Botswana",53.43515,2.474611,56.39742,2.884269,,,,
2000,"Botswana",53.45197,2.494411,56.23258,2.925681,,,,
2001,"Botswana",53.46878,2.552092,56.06775,3.009723,,,,
2002,"Botswana",53.48559,2.645176,55.90291,3.132967,,,,
2003,"Botswana",53.5024,2.770096,55.73807,3.291011,,,,
2004,"Botswana",52.76508,2.462225,55.14437,2.935593,,,,
2005,"Botswana",52.02775,2.906919,54.55066,3.514093,,,,
1960,"Brazil",47.19321,2.097372,54.273,2.349886,,,,
1974,"Brazil",56.176,2.99882,63.85031,3.579035,,,,
1979,"Brazil",50.58347,1.640737,57.73,2.075231,,,,
1981,"Brazil",49.88078,.8164758,56.45499,1.258353,,,,
1982,"Brazil",49.4166,.5481097,55.96854,1.044161,,,,
1983,"Brazil",49.07367,.517521,55.71299,.9525349,,,,
1984,"Brazil",48.9355,.5801124,55.87419,.9094881,,,,
1985,"Brazil",48.72978,.6161507,55.76175,.969117,12.59437,1.333132,7.031971,.8334844
1986,"Brazil",49.63919,.7072744,56.87033,1.081668,12.69555,1.488653,7.231142,.9453956
1987,"Brazil",50.71669,.7696075,57.8381,1.235797,12.28687,1.671188,7.121415,1.078575
1988,"Brazil",52.0239,.7206116,59.1558,1.31077,12.02741,1.658836,7.131903,1.109047
1989,"Brazil",52.95155,.7463245,59.99515,1.441313,11.70524,1.804086,7.043604,1.223631
1990,"Brazil",52.59748,.755348,59.74181,1.336658,11.92923,1.706227,7.144327,1.144833
1991,"Brazil",52.01057,.7098492,59.2347,1.192038,12.17594,1.341201,7.224125,.9040058
1992,"Brazil",51.42366,.8738939,58.72758,1.420782,12.40318,1.910681,7.303924,1.254138
1993,"Brazil",51.49056,.724336,58.67192,1.171853,12.21692,1.576288,7.181369,1.033685
1994,"Brazil",51.46698,.7724486,58.70666,1.124431,12.31989,1.015758,7.239683,.6905384
1995,"Brazil",51.53933,.6425275,58.80617,1.094403,12.33762,1.407658,7.266833,.9314394
1996,"Brazil",51.41636,.6960831,58.75366,1.138616,12.46698,1.503326,7.337305,.9910628
1997,"Brazil",51.35355,.7024963,58.60563,1.134714,12.35287,1.526699,7.252071,1.00325
1998,"Brazil",51.2903,.7693743,58.52086,1.122601,12.3367,1.485784,7.230558,.9665918
1999,"Brazil",51.09269,.6653867,58.31582,.9821308,12.37084,1.350269,7.223129,.8740262
2000,"Brazil",50.72363,.628974,57.8299,.8359374,12.28237,.7778447,7.10627,.511005
2001,"Brazil",50.6662,.4632216,57.65522,.7211963,12.11353,.9711831,6.98902,.6233472
2002,"Brazil",50.251,.4367847,57.30039,.717281,12.29403,.9306505,7.049384,.6004934
2003,"Brazil",49.9583,.4224218,57.07954,.7367774,12.46621,.9929939,7.121243,.6399062
2004,"Brazil",49.47596,.3758814,56.56031,.6755028,12.51674,.9239913,7.08436,.5906508
2005,"Brazil",49.06986,.2592749,56.06228,.4317865,12.46914,.6032473,6.992418,.3800351
2006,"Brazil",48.7,.120208,55.5,.1,12.24751,.1940296,6.798113,.1115238
2007,"Brazil",47.99628,.1029502,55.04966,.1180223,12.81257,.1821445,7.05338,.1084368
2008,"Brazil",47.24932,.0839954,54.495,.0914294,13.29594,.1448832,7.245678,.0849666
2009,"Brazil",46.3,.1033975,53.8,.1,13.94793,.1829243,7.505199,.1046874
2010,"Brazil",45.90134,.1047309,53.75718,.088113,14.61353,.1463477,7.855834,.080646
2011,"Brazil",45.5,.131841,53.7,.1,15.28025,.2248011,8.206468,.1237505
2012,"Brazil",45.57499,.6478159,53.66967,1.03704,15.0619,1.50176,8.094685,.9200227
1960,"Bulgaria",21.62225,3.049269,22.98976,8.595326,,,,
1962,"Bulgaria",20.61604,2.426278,21.96094,6.038025,,,,
1963,"Bulgaria",20.29692,1.4158,21.30795,2.988453,,,,
1964,"Bulgaria",19.69077,1.481062,20.5948,2.303727,,,,
1965,"Bulgaria",19.9306,.9614591,20.7724,1.360039,,,,
1966,"Bulgaria",18.38295,1.231871,19.16729,1.426691,,,,
1967,"Bulgaria",17.55684,.8234901,18.29634,1.164548,,,,
1968,"Bulgaria",16.42365,.7458702,17.17818,1.071257,,,,
1969,"Bulgaria",17.31392,.7911962,18.05887,1.104982,,,,
1970,"Bulgaria",17.68661,.8072017,18.45695,1.09342,,,,
1971,"Bulgaria",18.36845,.8480824,19.16346,1.148443,,,,
1972,"Bulgaria",18.39723,.872702,19.14835,1.171822,,,,
1973,"Bulgaria",17.89717,.8115774,18.63994,1.127348,,,,
1974,"Bulgaria",17.45422,.8195476,18.22593,1.10935,,,,
1975,"Bulgaria",18.9119,.8530153,19.76888,1.140973,,,,
1976,"Bulgaria",21.31856,.9238055,22.22434,1.3137,,,,
1977,"Bulgaria",24.12182,1.134368,25.17595,1.534474,,,,
1978,"Bulgaria",25.55617,1.169713,26.56958,1.631096,,,,
1979,"Bulgaria",24.8357,1.134203,25.76451,1.588243,,,,
1980,"Bulgaria",23.71753,1.090497,24.48224,1.490097,,,,
1981,"Bulgaria",22.19983,1.040275,22.82786,1.431785,,,,
1982,"Bulgaria",22.39023,1.082934,22.95645,1.440963,,,,
1983,"Bulgaria",23.07652,1.061084,23.63927,1.472667,,,,
1984,"Bulgaria",22.62273,1.048983,23.14606,1.426895,,,,
1985,"Bulgaria",22.33836,1.07378,22.92768,1.496761,,,,
1986,"Bulgaria",20.70024,1.000673,21.2153,1.328228,,,,
1987,"Bulgaria",20.10966,.9405077,20.56092,1.289038,,,,
1988,"Bulgaria",19.73713,.9343922,20.13466,1.233202,,,,
1989,"Bulgaria",20.42068,1.068265,20.41002,1.268335,,,,
1990,"Bulgaria",21.69919,1.142656,21.8721,1.454147,,,,
1991,"Bulgaria",24.90098,1.112287,24.94178,1.581156,,,,
1992,"Bulgaria",26.95237,1.287014,28.85579,2.314023,,,,
1993,"Bulgaria",29.01876,1.208841,29.61534,1.92477,1.73421,5.591731,.5965819,1.673868
1994,"Bulgaria",29.31726,1.247111,30.746,1.996599,4.380231,5.404931,1.428745,1.714731
1995,"Bulgaria",30.51992,1.315974,31.65985,1.966517,3.360989,5.263734,1.139924,1.699717
1996,"Bulgaria",29.95319,1.364371,31.5001,1.913384,4.706676,4.938876,1.546906,1.613742
1997,"Bulgaria",30.69571,1.41315,31.64106,1.876766,2.766958,5.451828,.9453517,1.749794
1998,"Bulgaria",30.05762,1.38834,31.04238,1.950452,2.931978,5.441259,.984767,1.712968
1999,"Bulgaria",29.78462,1.291856,30.70108,1.928531,2.74074,5.298373,.9164569,1.649333
2000,"Bulgaria",28.39653,1.168207,30.76422,1.949023,7.438726,5.283296,2.367685,1.739364
2001,"Bulgaria",27.29319,1.106646,30.76177,1.966247,11.02247,5.083488,3.468582,1.736545
2002,"Bulgaria",26.52732,1.096045,31.69458,1.951967,16.09295,4.539483,5.167263,1.669807
2003,"Bulgaria",26.07249,1.066751,31.7292,1.872227,17.63866,4.357042,5.656716,1.631672
2004,"Bulgaria",27.32931,1.110146,31.91371,1.888047,14.17241,4.412334,4.584401,1.613634
2005,"Bulgaria",28.58934,1.16136,31.15181,1.736198,8.048707,4.503863,2.562472,1.495928
2006,"Bulgaria",31.69092,1.349511,31.80591,2.401925,-.0476353,6.56683,.1149864,2.071207
2007,"Bulgaria",33.74905,1.398703,32.15595,2.844873,-5.593235,8.220338,-1.593097,2.454755
2008,"Bulgaria",35.24853,1.418075,33.59933,4.039857,-6.211948,11.59663,-1.649198,3.512299
2009,"Bulgaria",35.50816,1.455694,34.36534,4.464263,-4.848397,12.49029,-1.14282,3.90919
2010,"Bulgaria",35.11147,1.447724,34.81637,5.096781,-2.833229,14.44639,-.2950965,4.56255
2011,"Bulgaria",35.13409,1.501624,34.95277,5.099614,-2.440448,14.04695,-.1813226,4.494098
2012,"Bulgaria",34.95537,1.482219,34.62502,5.087874,-2.941019,14.38705,-.3303515,4.50463
1994,"Burkina Faso",45.32475,3.087057,47.32145,3.266578,,,,
1995,"Burkina Faso",42.32774,2.752106,44.25898,3.011178,,,,
1996,"Burkina Faso",44.9434,2.562887,47.03559,2.796482,,,,
1997,"Burkina Faso",47.55907,2.75936,49.8122,2.98672,,,,
1998,"Burkina Faso",50.17473,3.272784,52.58882,3.51678,,,,
1999,"Burkina Faso",51.51422,3.289028,53.87474,3.771264,,,,
2000,"Burkina Faso",48.45873,2.908654,52.85206,3.287229,,,,
2001,"Burkina Faso",45.40324,2.699085,51.82939,2.962534,,,,
2002,"Burkina Faso",42.34776,2.700386,50.80672,2.852128,,,,
2003,"Burkina Faso",39.29227,2.912275,49.78405,2.979925,,,,
2004,"Burkina Faso",39.45082,2.695066,48.47276,2.765324,,,,
2005,"Burkina Faso",39.60937,2.55895,47.16147,2.62326,,,,
2006,"Burkina Faso",39.76792,2.517117,45.85018,2.56581,,,,
2007,"Burkina Faso",39.92647,2.574166,44.53889,2.598592,,,,
2008,"Burkina Faso",40.08502,2.723893,43.2276,2.718343,,,,
2009,"Burkina Faso",40.24357,2.95223,41.91631,2.914362,,,,
1992,"Burundi",33.35349,2.327787,35.05452,2.660504,,,,
1993,"Burundi",34.43269,2.201219,36.14154,2.524978,,,,
1994,"Burundi",35.51189,2.151493,37.22857,2.479038,,,,
1995,"Burundi",36.59109,2.183864,38.31559,2.527573,,,,
1996,"Burundi",37.67029,2.294862,39.40261,2.665427,,,,
1997,"Burundi",38.74949,2.473925,40.48964,2.879802,,,,
1998,"Burundi",39.82869,2.707582,41.57666,3.155138,,,,
1999,"Burundi",39.02292,2.519863,40.73992,2.952924,,,,
2000,"Burundi",38.21716,2.359567,39.90317,2.784042,,,,
2001,"Burundi",37.41139,2.232609,39.06643,2.65486,,,,
2002,"Burundi",36.60562,2.144917,38.22968,2.57137,,,,
2003,"Burundi",35.79986,2.101411,37.39294,2.538083,,,,
2004,"Burundi",34.99409,2.104834,36.55619,2.556962,,,,
2005,"Burundi",34.18832,2.154963,35.71945,2.626881,,,,
2006,"Burundi",33.38256,2.248675,34.88271,2.743943,,,,
1994,"Cambodia",39.22243,2.665712,40.78357,3.138687,,,,
1995,"Cambodia",40.10373,2.376176,41.74457,2.84053,,,,
1996,"Cambodia",40.98503,2.420717,42.70558,2.951199,,,,
1997,"Cambodia",41.86634,2.783344,43.66659,3.431364,,,,
1998,"Cambodia",41.97692,2.619976,43.7429,3.20771,,,,
1999,"Cambodia",42.08749,2.507484,43.81922,3.044677,,,,
2000,"Cambodia",42.19807,2.452878,43.89553,2.952325,,,,
2001,"Cambodia",42.30865,2.460015,43.97184,2.937328,,,,
2002,"Cambodia",42.41922,2.528372,44.04816,3.000845,,,,
2003,"Cambodia",42.5298,2.653223,44.12447,3.138113,,,,
2004,"Cambodia",42.64038,2.827091,44.20078,3.340052,,,,
2005,"Cambodia",42.33242,2.395081,43.92521,2.861814,,,,
2006,"Cambodia",42.02446,2.2095,43.64965,2.68415,,,,
2007,"Cambodia",41.71651,2.329996,43.37408,2.863564,,,,
2008,"Cambodia",40.00541,2.226701,41.59668,2.63643,,,,
2009,"Cambodia",39.38827,2.065441,41.12929,2.612202,,,,
1983,"Cameroon",48.62032,3.357295,51.5459,3.961651,,,,
1996,"Cameroon",44.07865,2.960474,46.66277,3.237028,,,,
1997,"Cameroon",43.63839,2.625093,46.26961,2.867787,,,,
1998,"Cameroon",43.19812,2.351817,45.87645,2.58496,,,,
1999,"Cameroon",42.75786,2.164303,45.4833,2.419049,,,,
2000,"Cameroon",42.3176,2.085808,45.09014,2.39448,,,,
2001,"Cameroon",41.87733,2.128429,44.69698,2.515401,,,,
2002,"Cameroon",42.95427,2.458318,45.63821,2.930454,,,,
2003,"Cameroon",42.13219,2.28742,44.64555,2.707309,,,,
2004,"Cameroon",41.31011,2.221117,43.65289,2.601934,,,,
2005,"Cameroon",40.48803,2.268598,42.66023,2.628532,,,,
2006,"Cameroon",39.66594,2.423185,41.66756,2.783322,,,,
2007,"Cameroon",38.84386,2.666313,40.6749,3.046829,,,,
1960,"Canada",27.36594,1.729013,40.81026,3.012604,,,,
1961,"Canada",26.64788,1.662103,39.68449,2.904664,,,,
1962,"Canada",25.95058,1.632144,38.24841,2.801363,,,,
1963,"Canada",24.18126,1.547468,35.58548,2.507416,,,,
1964,"Canada",23.31341,1.52942,33.81309,2.463946,,,,
1965,"Canada",20.29829,1.415393,29.98535,1.251689,,,,
1966,"Canada",23.02591,1.405045,31.81303,2.122401,,,,
1967,"Canada",22.5875,1.122759,29.92309,1.182009,,,,
1968,"Canada",25.76281,1.347171,32.99201,2.066119,,,,
1969,"Canada",27.79786,.6511104,32.6542,.984624,,,,
1970,"Canada",28.64306,1.270758,36.4238,1.973001,,,,
1971,"Canada",31.6,.199592,41,.2,,,,
1972,"Canada",28.68894,1.025312,37.6328,1.628321,,,,
1973,"Canada",26.87867,.4697392,35.43784,.7078999,,,,
1974,"Canada",27.41224,.3465795,36.53675,.5401152,,,,
1975,"Canada",28.9,.172996,38.9,.3,25.69389,.5256178,9.998425,.2663107
1976,"Canada",28.47127,.2042596,38.35212,.3414575,25.76005,.6014002,9.880856,.2953797
1977,"Canada",28.39857,.219814,38.32632,.3435644,25.89988,.6188527,9.927752,.2992335
1978,"Canada",28.31098,.2119994,38.34843,.3571899,26.17061,.6208861,10.03746,.30705
1979,"Canada",28.02714,.2018684,38.02683,.3362038,26.29308,.5912536,9.999694,.2893614
1980,"Canada",28.19956,.1999658,38.29205,.294344,26.35439,.5298019,10.09249,.2537684
1981,"Canada",28.4,.245699,38.4,.3,26.04789,.6126925,10.00822,.2805641
1982,"Canada",28.66002,.2068296,39.45562,.278603,27.35977,.4936824,10.7956,.2394018
1983,"Canada",28.89816,.2095589,40.31348,.3144245,28.31405,.5422375,11.41532,.2780899
1984,"Canada",28.80869,.1904897,40.76773,.3346058,29.33169,.5379323,11.95904,.2928915
1985,"Canada",28.62031,.2041018,40.93299,.3389994,30.07738,.5411829,12.31268,.294537
1986,"Canada",28.29688,.2477957,40.96637,.3675953,30.92372,.6119916,12.66949,.3245272
1987,"Canada",28.3,.37307,40.8,.5,30.59991,.8795046,12.49228,.4447491
1988,"Canada",27.73493,.2447352,40.89518,.3758777,32.17767,.5883693,13.16025,.3199813
1989,"Canada",27.5402,.213966,40.86578,.3594743,32.60522,.567066,13.32558,.3155448
1990,"Canada",27.69,.2139683,41.81314,.3551166,33.77439,.5149111,14.12314,.2987726
1991,"Canada",28.1,.271677,42.6,.4,34.04787,.634996,14.51511,.3553186
1992,"Canada",28.0921,.1982031,43.50391,.3199242,35.4245,.458244,15.41181,.2761564
1993,"Canada",28.30213,.1718369,44.1549,.2595055,35.90155,.3836632,15.85277,.2289535
1994,"Canada",28.4,.169787,44.9,.2,36.74684,.3495238,16.50164,.1832395
1995,"Canada",28.82816,.1629957,44.99213,.2304851,35.92545,.3485954,16.16397,.2063401
1996,"Canada",29.05533,.151133,45.16566,.2599022,35.6682,.3637085,16.11033,.2310936
1997,"Canada",29.1,.165746,45.1,.3,35.49527,.4031577,16.01882,.2672921
1998,"Canada",31.1,.337422,47.3,.3,34.23486,.5919723,16.20143,.3031647
1999,"Canada",31.10355,.2508271,46.6785,.2476074,33.36598,.4736544,15.57495,.24963
2000,"Canada",31.5,.312774,46.3,.3,31.92428,.6066025,14.78183,.3146716
2001,"Canada",31.53607,.2241663,46.65425,.2887529,32.40361,.4548069,15.11818,.2639034
2002,"Canada",31.63036,.2135476,46.9025,.3017361,32.56017,.4419991,15.27215,.2671573
2003,"Canada",31.73156,.2260679,47.03146,.2770525,32.5303,.4408675,15.2999,.2531512
